audio_file|text|speaker_name
wavs/ep040_0650.wav|اللي بيرقص مجلس ادارتها الشيخ طحنون بن زايد.|spk0
wavs/ep040_0653.wav|هما المستثمرين الرئيسيين المحتملين في تيك توك أمريكا.|spk0
wavs/ep040_0654.wav|وحيملكوا مع بعض 45 من اسهم الشركة الجديدة.|spk0
wavs/ep040_0660.wav|أو اللي حيملكوا 80 اللي مش هيكونوا مع الصينيين.|spk0
wavs/ep040_0663.wav|مفيش أيّ تصرحات صينية لاسمية بتقول أن الاتفاق تم.|spk0
wavs/ep040_0667.wav|الصينيين في الغالب حيحاولوا ينتزعوا من ترامب.|spk0
wavs/ep041_0020.wav|وده بعد ما عَدَد منهم اعترف بدولة فلسطين.|spk0
wavs/ep041_0027.wav|الاحتلال الإسرائيلي يحيد عن مصاره الحالي.|spk0
wavs/ep041_0029.wav|لن تتراجع ولن تحيد عن مصارها.|spk0
wavs/ep041_0030.wav|وده بيحطاها بشكل تلقائي في مصار تصادمي.|spk0
wavs/ep041_0033.wav|أن إسرائيل تجاوزت الحد في عدوانها الوحشي.|spk0
wavs/ep041_0039.wav|بتملك ادوات بتمكنها من الضغط على إسرائيل.|spk0
wavs/ep041_0079.wav|نتنياهو ساعتها استغل خطابه قدام انصاره.|spk0
wavs/ep041_0109.wav|إسرائيل بتعيش فترة ازدهار سياسي غير مسبوك.|spk0
wavs/ep041_0114.wav|ومن كل قارة ومن عَدَد لا يحصى من الدول.|spk0
wavs/ep041_0139.wav|المجتمع الإسرائيلي شاهد بقاله شهور طويلة.|spk0
wavs/ep041_0141.wav|تصنامي دبلوماسي بيتحول بمرور الوقت.|spk0
wavs/ep041_0142.wav|لحصار اقتصادي وعزلة دولية تامة.|spk0
wavs/ep041_0149.wav|ابشع جريمة ابادة جماعية في العصر الحديث.|spk0
wavs/ep041_0152.wav|إسرائيل تقدر تحط حد لحالة العزلة الدولية.|spk0
wavs/ep041_0157.wav|ولكن ده مش خيار مطروح بالنسبة لنتنياهو.|spk0
wavs/ep041_0164.wav|هو تحول إسرائيل إلى كيان منعزل.|spk0
wavs/ep041_0167.wav|وقف نتنياهو قدام الحضور في المؤتمر السنوي.|spk0
wavs/ep041_0175.wav|ورجح أن الوضع ده يستمر لسنوات.|spk0
wavs/ep041_0230.wav|من خلال التلويح باجراءات عقابية ضد إسرائيل.|spk0
wavs/ep041_0233.wav|أو يدفعوها للتوقف عن ابادة اهل غزة جماعية.|spk0
wavs/ep041_0235.wav|ابدى استعداده لتحدي أيّ ضغوط اوروبية.|spk0
wavs/ep041_0241.wav|إلى اقتصاد بيملك خصائص الاكتفاء الذاتي.|spk0
wavs/ep041_0246.wav|علشان كده حنحتاج أنّنا نصنع سلاحنا بنفسنا.|spk0
wavs/ep041_0247.wav|يعني حنضطر أنّنا نتحول لسوبر اسبارتا.|spk0
wavs/ep041_0255.wav|في ظل رعب المستثمرين من كلام نتنياهو.|spk0
wavs/ep041_0256.wav|اللي اثار مخاوف كبيرة عندهم حوالين المصار.|spk0
wavs/ep041_0259.wav|كلام نتنياهو من وجهة نظر مجتمع الاعمال الإسرائيلي.|spk0
wavs/ep041_0266.wav|وكان مصيرها تاكل الدولة والمجتمع.|spk0
wavs/ep041_0267.wav|ثم الهزيمة العسكرية والاختفاء للابد.|spk0
wavs/ep041_0273.wav|اللي بضمه رؤساء حوالي 200 شركة اسرائيلية كبيرة.|spk0
wavs/ep041_0276.wav|بتقود إسرائيل ناحية انحدار اقتصادي.|spk0
wavs/ep041_0281.wav|هتصعب علينا البقاء في عالم اليوم النامي والمعاولة.|spk0
wavs/ep041_0290.wav|على انهاء اطول حَرب في تاريخ إسرائيل.|spk0
wavs/ep041_0299.wav|تعرض وجودنا في ارض إسرائيل للخطر.|spk0
wavs/ep041_0314.wav|وبيفكر كويس جدا في دلالة كل كلمة قبل ما يقولها.|spk0
wavs/ep041_0315.wav|وبالتالي يصعب جدا أن كلامه عن الاكتفاء الذاتي.|spk0
wavs/ep041_0317.wav|يكون زلة لسان خصوصا وانه اسهب في شرح الكلام ده.|spk0
wavs/ep041_0318.wav|وده اللي خلى الإسرائيليّين ياخدوا تصرحاته بجدية.|spk0
wavs/ep041_0319.wav|وينظروا اليها على اعتبارها مؤشر لما هو قاد.|spk0
wavs/ep041_0328.wav|الا لو إسرائيل اخدت قرار واعي بالانتحار الذاتي.|spk0
wavs/ep041_0329.wav|وده ببساطة لان إسرائيل واحدة من أقل دول العالم.|spk0
wavs/ep041_0332.wav|إسرائيل بتستورد تقريبا كل احتياجاتها من النفط والفحم.|spk0
wavs/ep041_0334.wav|ما غيرتش كتير في اعتمادها الهيكالي على الطاقة الاجنبية.|spk0
wavs/ep041_0335.wav|بنفس الطريقة إسرائيل غير قادرة على اطعام نفسها.|spk0
wavs/ep041_0336.wav|فعلى الرغم من تطورها في مجال الرايب التنقيض والزراعة الصحراوية.|spk0
wavs/ep041_0337.wav|الا أنّها في النهاية بتفتقر للارض والمناخ.|spk0
wavs/ep041_0338.wav|اللازمين لزراعة ما يكفيها من القمح والارز أو علف الحيوانات.|spk0
wavs/ep041_0339.wav|إسرائيل برضو بتعانم النقص في المعادن والمواد الخام.|spk0
wavs/ep041_0340.wav|اللي بتغزي سواء قطاع التكنولوجيا أو قطاع الصناعة.|spk0
wavs/ep041_0341.wav|الإسرائيليّين بيستوردوا الصلب والالومنيوم والنحاس والمواد الكيميائية.|spk0
wavs/ep041_0342.wav|وعدد لا يحصى من المدخلات الصناعية من الخارج.|spk0
wavs/ep041_0343.wav|وحتى لو محاولة الاكتفاء الزاد اقتصرت على الصناعات الدفاعية.|spk0
wavs/ep041_0344.wav|فالامر ده لا يزال غير ممكن بالنظر إلى أن الصناعات الدفاعية الإسرائيليّة.|spk0
wavs/ep041_0346.wav|الا أنّها في النهاية بتعتمد بشكل كبير على شركات اجنبية.|spk0
wavs/ep041_0347.wav|وعلى مواد وقطع غيار بيتم استرادها من الخارج.|spk0
wavs/ep041_0351.wav|الاقتصاد الإسرائيلي في جزء كبير منه بيعتمد على الصادرات.|spk0
wavs/ep041_0352.wav|الصادرات بتشكل ما يقرب من تلت ناتج المحل الاجمالي لاسرائيل.|spk0
wavs/ep041_0353.wav|الإسرائيليّين بيطوروا برمجيات واتوكنوجيا وانظمة دفاع.|spk0
wavs/ep041_0354.wav|بهدف بيعها للعالم وتحقيق دخل من وراها.|spk0
wavs/ep041_0358.wav|بشكل أساسي على تمكن الإسرائيليّين من دمج نفسهم.|spk0
wavs/ep041_0360.wav|أوروبا مش بس أكبر مستورد للسلع والخدمات من إسرائيل.|spk0
wavs/ep041_0361.wav|وانما كمان المصدر الرئيسي لتدفقات راس المال الاجنبي.|spk0
wavs/ep041_0363.wav|يعني خلاصة الكلام هنا هو أن الاكتفاء الذاتي.|spk0
wavs/ep041_0364.wav|اللي حاول يبشر بين تانياه والاسرائيليين.|spk0
wavs/ep041_0365.wav|لا يعني استقلال إسرائيل عن الضغوط وانما نهيارها.|spk0
wavs/ep041_0366.wav|لانه ما فيش أيّ دولة حديثة مهما بلغت قدرتها.|spk0
wavs/ep041_0367.wav|تقدر في القرن ال 21 تدير بنجاح اقتصاد مغلق مكتفي ذاتيا.|spk0
wavs/ep041_0368.wav|خصوصا لو كانت دولة صغيرة فقيرة الموارد الطبيعية.|spk0
wavs/ep041_0370.wav|حتى الدول العظمى زي الولايات المتحدة والصين.|spk0
wavs/ep041_0371.wav|بتعتمد اعتماد كبير على سلاسل التوريدة العالمية والتجارة الدولية.|spk0
wavs/ep041_0373.wav|غير مؤهل باي شَكل لتحقيق الاكتفاء الذاتي.|spk0
wavs/ep041_0374.wav|لا على مستوى الاقتصاد ولا حتى على مستوى قطاع زي الصناعات الدفاعية.|spk0
wavs/ep041_0375.wav|فكرة أن دولة صغيرة زي إسرائيل تقدر تستنسخ.|spk0
wavs/ep041_0376.wav|قاعدة الصناعات الدفاعية العالمية باكملها في سوقها.|spk0
wavs/ep041_0378.wav|أكتر منها استراتيجية قابلة للتنفيذ.|spk0
wavs/ep041_0379.wav|ده بالنسبة لكلام نتنياهو عن تحويل الاقتصاد الإسرائيلي.|spk0
wavs/ep041_0381.wav|كلامه بقى عن أن إسرائيل لازم تتحول لسوبر اسبارتا.|spk0
wavs/ep041_0383.wav|وده ببساطة لانه بيعكس جهل أو سوء فهم من نتنياهو لتاريخ اسبارتا.|spk0
wavs/ep041_0384.wav|في مقال نشره في يوليو 2023 تحت عنوان.|spk0
wavs/ep041_0386.wav|ريد فيرو المؤرخ المتخصص في الشؤون الاقتصادية والعسكرية لروما القديمة.|spk0
wavs/ep041_0387.wav|بيقول الصورة المشهورة عن اسبارتا خاطئة تماما تقريبا.|spk0
wavs/ep041_0388.wav|ومن وجهة نظره المجتمع الاسبارتي لا يستحق أنّه يتم محاكاته.|spk0
wavs/ep041_0389.wav|أو الثناء عليه على الاطلاق وخاصة في المجتمعات الديمقراطية.|spk0
wavs/ep041_0391.wav|ديفرو بيقول أنّنا اولا لما نيجي ندقق في التاريخ نكتشف أن صمعة اسبارتا.|spk0
wavs/ep041_0392.wav|ككيان متفوق عسكريا هي صراب لحد كبير.|spk0
wavs/ep041_0393.wav|لانه على الرغم من البراعة القتالية اللي عرف بيها مقاتلة اسبارتا.|spk0
wavs/ep041_0395.wav|بحسب كلامه انتصارات اسبارتا الشهيرة في معركة بلاتيا ومعركة منتنيا الاولى.|spk0
wavs/ep041_0396.wav|قابلتها هزائم مؤثرة في معركة بيلوس ومعركة ارجنوساي ومعركة ليوكترا.|spk0
wavs/ep041_0398.wav|التحول حاسمة في التاريخ الاسبارتي بعد ما انهزمت فيها من طيبة.|spk0
wavs/ep041_0399.wav|واتكسرت قوتها بشكل دائم وتحولت من ساعتها لقوة من الدرجة التانية.|spk0
wavs/ep041_0400.wav|في نفس السياق ديفرو اشار للطغيان الكبير اللي كان سنة أساسيّة من سماة المجتمع الاسبارتي.|spk0
wavs/ep041_0401.wav|في اسبارتا نسبة المواطنين لم تتجاوز ال 15.|spk0
wavs/ep041_0403.wav|الهيلوتس بتتم معاملتهم اسوا معاملة بيتم معاملتها للعبيد في اليونان وقتها.|spk0
wavs/ep041_0405.wav|كانوا بيزلوا عابدهم بطريقة ما لهاش مثيل تقريبا في التاريخ.|spk0
wavs/ep041_0407.wav|أن اسبارتا ما كانتش مجتمع من محاربين الخارقين اللي بيدفعوا عن الحرية زي ما تشاهر.|spk0
wavs/ep041_0408.wav|وانما كانت مجرد مكان نجحت فيه اغنى طبقة من ملاك الاراضي.|spk0
wavs/ep041_0409.wav|الاسبارتين انفسهم في استعباد الغالبية العظمى من مواطنيهم الفقراء.|spk0
wavs/ep041_0411.wav|اسبارتا ليست مصدر الهام لقادة دولة حرة.|spk0
wavs/ep041_0414.wav|ولم تضف شيء أن يذكر إلى مجموعة التجربة الانسانية سوى المعاناة.|spk0
wavs/ep041_0417.wav|أن يطمح إلى أن يكون مِثل الاسبارتين.|spk0
wavs/ep041_0424.wav|انضباط الاسبارتين كان بيوثير الخوف.|spk0
wavs/ep041_0433.wav|محاولة نتانياهو لتحويل إسرائيل لسوبر اسبارتا.|spk0
wavs/ep041_0467.wav|ولكن اسبارتا كانت أصغر من أنّها تتمكن.|spk0
wavs/ep041_0473.wav|فقدت اسبارتا استقلالها على ايد المقدونيين.|spk0
wavs/ep042_0017.wav|اللافت للنظر في الحادثة دي كان امرين.|spk0
wavs/ep042_0028.wav|اللي صرح وقال أنّه معجب بالشعب الاسباني.|spk0
wavs/ep042_0031.wav|طبعا الموقف ده دايق جدا الإسرائيليّين.|spk0
wavs/ep042_0044.wav|ليه الاسبان مهتمين قوي للدرجة دي بغزة.|spk0
wavs/ep042_0049.wav|لقضية فلسطين عليها ما يشبه الاجماع في اسبانيا.|spk0
wavs/ep042_0053.wav|بين الاغلبية الكاساحة من الدول العربية والاسلامية.|spk0
wavs/ep042_0055.wav|لم تتخذ نفس الاجراءات العقابية ضد إسرائيل.|spk0
wavs/ep042_0061.wav|مع انطلاق الحرب العالمية الثانية.|spk0
wavs/ep042_0065.wav|أعلنت الحياد وعدم الانضمام لاي طرف.|spk0
wavs/ep042_0091.wav|اتاسس بمساعدة من المانيا النازية بقيادة هتلر.|spk0
wavs/ep042_0093.wav|الرفض ده تحول لامر واقع في ديسمبر 1946.|spk0
wavs/ep042_0101.wav|تسعى للخروج من حالة التهميش اللي فرضت عليها.|spk0
wavs/ep042_0125.wav|لانه في التصويت اللي تم في مايو 1949.|spk0
wavs/ep042_0128.wav|صوتوا ضد رفع المقاطعة الدبلوماسية عن اسبانيا.|spk0
wavs/ep042_0140.wav|من خلال دعم العرب بالسلاح والمتطوعين.|spk0
wavs/ep042_0147.wav|وجعلت اسبانيا تتخلى عن حيادها السياسي المعلن.|spk0
wavs/ep042_0172.wav|وصوت ضده 10 دول من ضمنهم إسرائيل.|spk0
wavs/ep042_0177.wav|هو تحول موقف الولايات المتحدة تجاهها.|spk0
wavs/ep042_0186.wav|لو تواجدت في صف ما يسميه الأمريكيّين.|spk0
wavs/ep042_0199.wav|فرانكو حط شرطين لتقارب بلاده مع إسرائيل.|spk0
wavs/ep042_0200.wav|الاول تحسن العلاقات بين اليهود في فلسطين.|spk0
wavs/ep042_0207.wav|اللي انتهى بوفاته سنة 1975.|spk0
wavs/ep042_0208.wav|بعد فرانكو دخلت اسبانيا في مرحلة انتقالية.|spk0
wavs/ep042_0229.wav|واصرت على استقبال رئيس منظمة التحرير.|spk0
wavs/ep042_0237.wav|لمناقشة مسالة اعتراف اسبانيا باسرائيل.|spk0
wavs/ep042_0240.wav|اللي كانت قائمة قبل حَرب 1967.|spk0
wavs/ep042_0303.wav|يؤكد جلالة الملك وحكومة اسبانيا.|spk0
wavs/ep042_0370.wav|كان بيحصل وفي الخلفية كان فيه تاييد شعبي.|spk0
wavs/ep042_0381.wav|في 2014 البرلمان الاسباني مرر قرار.|spk0
wavs/ep042_0389.wav|بيدرو سانشيز الزم نفسه في نوفمبر 2015.|spk0
wavs/ep042_0395.wav|ولكن حكومته ما اعترفتش بفلسطين بشكل فوري.|spk0
wavs/ep042_0396.wav|حكومة سانشيز اعترفت بفلسطين في مايو 2024.|spk0
wavs/ep042_0397.wav|وده حصل في اطار حالة كبيرة من الغضب الشعب تجاه إسرائيل.|spk0
wavs/ep042_0400.wav|مش بتقوم بجهود كافية لمعاقبة إسرائيل.|spk0
wavs/ep042_0403.wav|بشكل كامل عن موقف حكومتهم من الاحتلال الإسرائيلي.|spk0
wavs/ep042_0409.wav|وده يمكن ورطها في مشاكل كتير مع الإسرائيليّين.|spk0
wavs/ep042_0411.wav|لما اسبانيا اعترفت بفلسطين في مايو 2024.|spk0
wavs/ep042_0421.wav|بعدها بسنة وتحديدا في 14 مايو 2025.|spk0
wavs/ep042_0428.wav|احنا ما بنتجرش مع دولة ابادة جماعية.|spk0
wavs/ep042_0432.wav|زعيم اوروبي بيوصف افعال إسرائيل في غزة.|spk0
wavs/ep042_0448.wav|بعدها بشهور وتحديدا في سبتمبر 2025.|spk0
wavs/ep042_0457.wav|بقيمة 287.5 مليون يورو.|spk0
wavs/ep042_0466.wav|ما ينفعش تشارك في مصابقة الاغنية الأوروبيّة.|spk0
wavs/ep042_0468.wav|لو حيتم السماح لاسرائيل بالمشاركة فيها.|spk0
wavs/ep042_0496.wav|المنظمين قالوا أنّه مش هيتم عرض اعلام أيّ دول.|spk0
wavs/ep042_0509.wav|82 من الشعب الاسباني قالوا أن اللي بتعملوا.|spk0
wavs/ep042_0524.wav|على أنّها طول الوقت تاخد خطوات ضد إسرائيل.|spk0
wavs/ep042_0538.wav|لكن ده لا يعني أنّنا حنتوقف عن المحاولة.|spk0
wavs/ep042_0556.wav|وبيحظر استيراد وترويج المنتجات الصادرة.|spk0
wavs/ep042_0567.wav|بغرض اجباره على وقف الابادة الجامعية في غزة؟|spk0
wavs/ep042_0573.wav|هل قتل أكتر من 65 ألف انسان.|spk0
wavs/ep043_0013.wav|كان متقاعس ومتردد في معاقبة إسرائيل.|spk0
wavs/ep043_0014.wav|أو تحملها ولو بشكل جزئي مسؤولية افعالها.|spk0
wavs/ep043_0025.wav|وفي ظل تصاعد الغضب الشعبي ضد إسرائيل.|spk0
wavs/ep043_0027.wav|الاتحاد الأوروبي بدا يتحرك أخيرًا.|spk0
wavs/ep043_0035.wav|وتفشي المساعي الاتحاد الأوروبي لمعاقبة إسرائيل.|spk0
wavs/ep043_0114.wav|بقاله شهور وهو مراجعة الاتفاقية بالكامل.|spk0
wavs/ep043_0126.wav|بعدها بشهور وتحديدا في مايو 2025.|spk0
wavs/ep043_0188.wav|في وجود داعمين مخلصين لاسرائيل في الاتحاد.|spk0
wavs/ep043_0199.wav|جدعون ساعر وَعد الاوروبيين في يوليو اللي فات.|spk0
wavs/ep043_0206.wav|بمنع دخول كافة اشكال المساعدات للقطاع.|spk0
wavs/ep043_0209.wav|واعلنوا تاجيل أيّ اجراءات عقابية ضد إسرائيل.|spk0
wavs/ep043_0309.wav|الاتفاقية دي كانت ولا زالت مهمة جدا.|spk0
wavs/ep043_0312.wav|ومعاملة استثنائية لا تحظى بها عادة.|spk0
wavs/ep043_0316.wav|قدروا يربطوا نفسهم بواحد من أكبر.|spk0
wavs/ep043_0320.wav|امتيازات كتير زي عدم فرض رسوم جمهورية.|spk0
wavs/ep043_0336.wav|في 2024 القيمة الاجمالية لتجارة السلع.|spk0
wavs/ep043_0339.wav|الرقم دا بينقسم ل 15.9 مليار يورو.|spk0
wavs/ep043_0352.wav|كان بيقترب من 25.6 مليار يورو.|spk0
wavs/ep043_0357.wav|الارقام دي تديك فكرة عن حجم التشابك التجاري بين الطرفين.|spk0
wavs/ep043_0366.wav|وده لان الاعتماد التجاري الأوروبي على إسرائيل.|spk0
wavs/ep043_0367.wav|أقل بكتير من الاعتماد التجاري الإسرائيلي على أوروبا.|spk0
wavs/ep043_0371.wav|كان بيمثل حوالي 32 من اجمال تجارتها في السلع مع العالم.|spk0
wavs/ep043_0374.wav|في ترتيب أكبر الشركاء التجاريين للاتحاد الأوروبي.|spk0
wavs/ep043_0375.wav|ده مدخل مهم لفهم اهمية ومدى تأثير الاجراءات العقبية.|spk0
wavs/ep043_0378.wav|فيما يخص تعليق بعض اجزاء اتفاقية الشراكة التجارية مع إسرائيل.|spk0
wavs/ep043_0379.wav|هو حرمان الاخيرة من جزء من الاعفاءات الجمهورية.|spk0
wavs/ep043_0381.wav|وده معناه أن المستوردين الاوروبيين من إسرائيل.|spk0
wavs/ep043_0383.wav|اللي بيدفعها أيّ مستورد بيستورد سلعة من بلد.|spk0
wavs/ep043_0393.wav|خلاص ما بقتش هتبقى معفاة من الرسوم الجمركية.|spk0
wavs/ep043_0411.wav|أقل جاذبية بالنسبة للمستوردين الاوروبيين.|spk0
wavs/ep043_0418.wav|في ظل أنّه مستنزف بالفعل من الحروب اللي خضها.|spk0
wavs/ep043_0423.wav|الاجراءات العقابية اللي اقترحتها المفاوضية الأوروبيّة.|spk0
wavs/ep043_0437.wav|الشارت الاول هو تصويت 55 على الاقل.|spk0
wavs/ep044_0011.wav|واللي في اطارها تبدو فرنسا بلد غير قابل للحكم.|spk0
wavs/ep044_0012.wav|في أقل من سنتين اسقطوا اربع حكومات.|spk0
wavs/ep044_0021.wav|لدرجة أنّها أصبحت بتهدد استقرار الاتحاد الأوروبي نفسه.|spk0
wavs/ep044_0027.wav|اللي بتمتلك اهم جيش في الاتحاد الأوروبي.|spk0
wavs/ep044_0032.wav|بانه هو السبب في الفوضى اللي بتعيشها فرنسا حاليا.|spk0
wavs/ep044_0036.wav|وليه البلد تبدو في ازمة غير قابلة للحل؟|spk0
wavs/ep044_0056.wav|ولكن ما تقدروش تمحوا أو تحجبوا الواقع.|spk0
wavs/ep044_0058.wav|هو أن النفقات حتستمر في الارتفاع.|spk0
wavs/ep044_0215.wav|والكهرباء كانت حتزيد بنسبة 45.|spk0
wavs/ep044_0230.wav|واللي كلفت البلد حوالي 62 مليار يورو.|spk0
wavs/ep044_0233.wav|بدات الحكومة الفرنسية تفكر في تقليل انفاقها.|spk0
wavs/ep044_0241.wav|اليزابيث بورن أعلنت عن خطة الاصلاح شامل.|spk0
wavs/ep044_0244.wav|ما يتجاوز ال 14 من الناتج المحلي الاجمالي.|spk0
wavs/ep044_0245.wav|ابرز بندها كانت رفع الحد الادنى لسن التقاعد.|spk0
wavs/ep044_0247.wav|لحد ما يوصل 64 سنة على سنة 2030.|spk0
wavs/ep044_0250.wav|استنادا للقسم رقم 3 من المادة رقم 49.|spk0
wavs/ep044_0253.wav|أنّها تمرر مشاريع القوانين من البرلمان.|spk0
wavs/ep044_0255.wav|ودخلت حيز التنفيذ في سبتمبر 2023.|spk0
wavs/ep044_0277.wav|وعلى هذا الاساس تم تكليف فريق من متخصصين.|spk0
wavs/ep044_0288.wav|هيوصل ل 5.1 من الناتج المحلي الاجمالي.|spk0
wavs/ep044_0306.wav|وهي 60 كحد اقصى لقيمة الديون.|spk0
wavs/ep044_0319.wav|بتاعت ال 51 من نتجها المحلي الاجمالي.|spk0
wavs/ep044_0322.wav|بيعدل 57 من نتجها المحلي الاجمالي.|spk0
wavs/ep044_0349.wav|وكان عنده امل أن اليمين يتعرض لهزيمة.|spk0
wavs/ep044_0380.wav|بارنيه مسك السلطة في ستمبر 2024.|spk0
wavs/ep044_0390.wav|بارنيه كشف عن خطته لميزانية 2025.|spk0
wavs/ep044_0412.wav|في 2 ديسمبر 2024 بارنيه قرر.|spk0
wavs/ep044_0426.wav|صوت البرلمان لصالح سحب الثقة من حكومة بارنيه.|spk0
wavs/ep044_0428.wav|بعد 99 يوم فقط من توليل المنصب.|spk0
wavs/ep044_0429.wav|علشان يبقى 3 رئيس وزراء تغيروا فرنسا.|spk0
wavs/ep044_0463.wav|116 من الناتج المحلي الاجمالي.|spk0
wavs/ep045_0016.wav|ازاي المسيرة دي تجاوزت الدفاعات الجوية الإسرائيليّة.|spk0
wavs/ep045_0022.wav|للاحتلال الإسرائيلي عاجز لحد اللحظة.|spk0
wavs/ep045_0050.wav|عاجزين عن تحقيق هدفهم المامول في اليمن.|spk0
wavs/ep045_0054.wav|وهي مهمة فشل فيها من قبلهم الأمريكيّين.|spk0
wavs/ep045_0066.wav|حكومة غير شرعية في مرتبة دون الدولة.|spk0
wavs/ep045_0067.wav|قادرين على أنّهم يشكلوا تهديد لاسرائيل.|spk0
wavs/ep045_0068.wav|رغم وجود فجوة تسليحية ضخمة بين الطرفين.|spk0
wavs/ep045_0085.wav|واللي كان هدفها بحسب كلام الرئيس الأمريكي دونالد ترامب.|spk0
wavs/ep045_0102.wav|نشر تغريدة مكتوب فيها احداثيات موقع في اليمن.|spk0
wavs/ep045_0103.wav|وقال أن المكان اللي الاحداثيات دي بتشير اليه.|spk0
wavs/ep045_0111.wav|ظنن منه أنّه بيستهدف منشأة عسكرية للحثيين.|spk0
wavs/ep045_0113.wav|الجيش الأمريكي والعالم كله اكتشف المفاجاة.|spk0
wavs/ep045_0114.wav|اتضح أن الموقع اللي تم استهدافه في ثقبان.|spk0
wavs/ep045_0115.wav|ملوش أيّ علاقة بالحثيين أو بنشاطهم العسكري.|spk0
wavs/ep045_0116.wav|ده مجرد محجر بيشتغل فيه عَدَد من اليمنيين.|spk0
wavs/ep045_0119.wav|القصف الأمريكي دمرها وقتل عَدَد من سكانها.|spk0
wavs/ep045_0121.wav|واتضح أن المكان المستهدف مدني وغير عسكري.|spk0
wavs/ep045_0124.wav|طلعت تعتذر وتقول للناس في تغريدة كتبتها على حسابها.|spk0
wavs/ep045_0125.wav|يا جماعة المحجر اللي الجيش الأمريكي ضربه في اليمن.|spk0
wavs/ep045_0126.wav|انا كنت صنفته على أنّه قاعدة عسكرية تحت الارض.|spk0
wavs/ep045_0128.wav|انا متاكدة أن القيادة الأمريكيّة في الجيش الأمريكي.|spk0
wavs/ep045_0130.wav|وبرغم كده انا اخطا خطا فادح.|spk0
wavs/ep045_0132.wav|سكرينشوت لتبرعين بقيمة اجمالية قدرهم 500 يورو.|spk0
wavs/ep045_0134.wav|لان ضميرها بيقنبها من احتمال أنّها تكون سبب.|spk0
wavs/ep045_0136.wav|بسبب أنّه وثق في كلامها واستخدم الاحداثيات اللي نشرتها.|spk0
wavs/ep045_0139.wav|واللي هي اعترفت أنّها ما كانتش متاكدة منها.|spk0
wavs/ep045_0141.wav|اللي كانت نشرتها فليكي ممكن يكون صدفة وممكن لا.|spk0
wavs/ep045_0142.wav|ولكن اللي بيعزز من احتمال أن الجيش اعتمد على الاحداثيات دي.|spk0
wavs/ep045_0143.wav|بدون ما يتحقق منها هو أن حساب فليكي هوند.|spk0
wavs/ep045_0146.wav|وده يقودنا فورا للسؤال المنطقي التالي.|spk0
wavs/ep045_0147.wav|ايه اللي يخلي الجيش الاقوى والاكثر تطورا في العالم.|spk0
wavs/ep045_0148.wav|واللي تحت ايده موارد جبارة مالهاش نظير.|spk0
wavs/ep045_0152.wav|مفيش معلومات استخباراتية كافية عند الأمريكيّين.|spk0
wavs/ep045_0154.wav|فبيلوشوا وبيشتغلوا على معلومات ممكن تكون غير موثوقة.|spk0
wavs/ep045_0156.wav|من أوّل ما بدا الهجوم الأمريكي على الحوثيين في اليمن.|spk0
wavs/ep045_0159.wav|الراكب الخشن في مايو 2025 في عهد ترامب.|spk0
wavs/ep045_0160.wav|والتحدي الرئيسي اللي بيواجه الجيش الأمريكي.|spk0
wavs/ep045_0161.wav|هو عدم امتلاكه لمعلومات استخباراتية كافية.|spk0
wavs/ep045_0162.wav|بتمكنه من استهداف الحوثيين بشكل فعال.|spk0
wavs/ep045_0164.wav|بعد اسابيع من انطلاق الهجوم على الحوثيين في اليمن.|spk0
wavs/ep045_0166.wav|دانيل شابيرو اللي كان بيشغل وقتها منصب كبير.|spk0
wavs/ep045_0169.wav|اللي كان بيشكك في قدرة الضربات الجوية في ردع الحوثيين.|spk0
wavs/ep045_0170.wav|احنا عارفين إلى حد ما حجم قدرات الحوثيين.|spk0
wavs/ep045_0172.wav|ولكن ما نعرفش حجم القدرات المتبقية عندهم.|spk0
wavs/ep045_0178.wav|حوالين ترسانة الحوثيين وقدراتهم الكاملة.|spk0
wavs/ep045_0180.wav|هو مسؤول كبير سابق في وكالة المخابرات المركزية الأمريكيّة.|spk0
wavs/ep045_0182.wav|على تخزين اسلحتهم في مناطق وعرة جدا.|spk0
wavs/ep045_0183.wav|وان الحصول على معلومات استخباراتية ميدانية في اليمن.|spk0
wavs/ep045_0187.wav|وبحسب كلامه أعداد التقارير الاستخباراتية.|spk0
wavs/ep045_0188.wav|عن دولة زي اليمن من بعيد أو من خارجها امر صعب جدا.|spk0
wavs/ep045_0189.wav|التحدي بتاع نقص المعلومات الاستخباراتية ده.|spk0
wavs/ep045_0191.wav|لما قرر في مارس اللي فات أنّه يجدد هجومه على الحوثيين.|spk0
wavs/ep045_0194.wav|الجيش الأمريكي استخدم الطائرات المسيارة الأمريكيّة الشهيرة.|spk0
wavs/ep045_0197.wav|ولكن جهوده دي تعثرت ووجه التحديات بعد نجاح الحوثيين.|spk0
wavs/ep045_0198.wav|في اسقاط ما لا يقل عن 7 مصيرات من طراز ال -9.|spk0
wavs/ep045_0200.wav|وده كبد الأمريكيّين خسارة تتجاوز ال 200 مليون دولار.|spk0
wavs/ep045_0207.wav|لانه كان بيعيق الطريقة الوحيدة تقريبا.|spk0
wavs/ep045_0214.wav|أن الجيش الأمريكي كان مخطط أنّه يحقق.|spk0
wavs/ep045_0218.wav|ويضعفها بشكل يسمح لطائرات الاستطلاع الأمريكيّة.|spk0
wavs/ep045_0220.wav|بهدف الاستطلاع وجمع المعلومات الاستخباراتية اللازمة.|spk0
